
52,What unethical experiment would have the biggest positive impact on society as a whole?
53,When was the last time you were snooping and found something you wish you hadn’t?
54,Which celebrity or band has the worst fan base?
55,What are you interested in that most people aren’t?
56,If you were given a PhD degree but had no more knowledge of the subject of the degree besides what you have now what degree would you want to be given to you?
57,What smartphone feature would you actually be excited for a company to implement?
58,What’s something people don’t worry about but really should?
59,What movie quotes do you use on a regular basis?
60,Do you think that children born today will have better or worse lives than their parents?
61,What’s the funniest joke you know by heart?
62,When was the last time you felt you had a new lease on life?
63,What’s the funniest actual name you’ve heard of someone having?
64,Which charity or charitable cause is most deserving of money?
65,What TV show character would it be the most fun to change places with for a week?
66,What was cool when you were young but isn’t cool now?
67,If you were moving to another country but could only pack one carry-on sized bag what would you pack?
68,What’s the most ironic thing you’ve seen happen?
69,If magic was real what spell would you try to learn first?
70,If you were a ghost and could possess people what would you make them do?
71,What goal do you think humanity is not focused enough on achieving?
72,What problem are you currently grappling with?
73,What character in a movie could have been great but the actor they cast didn’t fit the role?
74,What game have you spent the most hours playing?
75,What’s the most comfortable bed or chair you’ve ever been in?
76,What’s the craziest conversation you’ve overheard?
77,What’s the hardest you’ve ever worked?
78,What movie picture or video always makes you laugh no matter how often you watch it?
79,What artist or band do you always recommend when someone asks for a music recommendation?
80,If you could have an all-expenses paid trip to see any famous world monument which monument would you choose?
81,If animals could talk which animal would be the most annoying?
82,What’s the most addicted to a game you’ve ever been?
83,What’s the coldest you’ve ever been?
84,Which protagonist from a book or movie would make the worst roommate?
85,Do you eat food that’s past its expiration date if it still smells and looks fine?
86,What’s the most ridiculous thing you have bought?
87,What’s the funniest comedy skit you’ve seen?
88,What’s the most depressing meal you’ve eaten?
89,What tips or tricks have you picked up from your job / jobs?
90,What outdoor activity haven’t you tried but would like to?
91,What songs hit you with a wave of nostalgia every time you hear them?
92,What’s the worst backhanded compliment you could give someone?
93,What’s the most interesting documentary you’ve ever watched?
94,What was the last song you sung along to?
95,What’s the funniest thing you’ve done or had happen while your mind was wandering?
96,What app can you not believe someone hasn’t made yet?
97,When was the last time you face palmed?
98,If you were given five million dollars to open a small museum what kind of museum would you create?
99,Which of your vices or bad habits would be the hardest to give up?
100,What really needs to be modernized?
101,When was the last time you slept more than nine hours?
102,How comfortable are you speaking in front of large groups of people?
103,What’s your worst example of procrastination?
104,Who has zero filter between their brain and mouth?
105,What was your most recent lie?
106,When was the last time you immediately regretted something you said?
107,What would be the best thing you could reasonably expect to find in a cave?
108,What did you think was going to be amazing but turned out to be horrible?
109,What bit of trivia do you know that is very interesting but also very useless?
110,What’s the silliest thing you’ve seen someone get upset about?
111,What animal or plant do you think should be renamed?
112,What was the best thing that happened to you today?
113,What languages do you wish you could speak?
114,What’s the most pleasant sounding accent?
115,What’s something that everyone absolutely everyone in the entire world can agree on?
116,What country is the strangest?
117,What’s the funniest word in the English language?
118,What’s some insider knowledge that only people in your line of work have?
119,Who do you wish you could get back into contact with?
120,How do you make yourself sleep when you can’t seem to get to sleep?
121,If people receive a purple heart for bravery what would other color hearts represent?
122,What are some of the best vacations you’ve had?
123,If there was a book of commandments for the modern world what would some of the rules be?
124,What’s the craziest video you’ve ever seen?
125,What’s your Back in my day we…??
126,If you could know the truth behind every conspiracy but you would instantly die if you hinted that you knew the truth would you want to know?
127,What animal would be the most terrifying if it could speak?
128,What’s the worst hairstyle you’ve ever had?
129,What habit do you have now that you wish you started much earlier?
130,If you were given one thousand acres of land that you didn’t need to pay taxes on but couldn’t sell what would you do with it?
131,What about the opposite sex confuses you the most?
132,When was the last time you yelled at someone?
133,What’s the opposite of a koala?
134,What kinds of things do you like to cook or are good at cooking?
135,What life skills are rarely taught but extremely useful?
136,What movie universe would be the worst to live out your life in?
137,If you could hack into any one computer which computer would you choose?
138,Who do you feel like you know even though you’ve never met them?
139,What’s the most ridiculous animal on the planet?
140,What’s the worst thing you’ve eaten out of politeness?
141,What’s the most historic thing that has happened in your lifetime?
142,What happens in your country regularly that people in most countries would find strange or bizarre?
143,What has been blown way out of proportion?
144,When was a time you acted nonchalant but were going crazy inside?
145,What’s about to get much better?
146,What are some clever examples of misdirection you’ve seen?
147,What’s your funniest story involving a car?
148,What would be the click-bait titles of some popular movies?
149,If you built a themed hotel what would the theme be and what would the rooms look like?
150,What scientific discovery would change the course of humanity overnight if it was discovered?
151,Do you think that humans will ever be able to live together in harmony?
152,What would your perfect bar look like?
153,What’s the scariest nonhorror movie?
154,What’s the most amazing true story you’ve heard?
155,What’s the grossest food that you just can’t get enough of?
156,What brand are you most loyal to?
157,What’s the most awkward thing that happens to you on a regular basis?
158,If you had to disappear and start a whole new life what would you want your new life to look like?
159,What movie or book do you know the most quotes from?
16,What was one of the most interesting concerts you’ve been to?
161,Where are you not welcome anymore?
162,What do you think could be done to improve the media?
163,What’s the most recent show you’ve binge watched?
164,What’s the worst movie trope?
165,What’s a common experience for many people that you’ve never experienced?
166,What are some misconceptions about your hobby?
167,What’s the smartest thing you’ve seen an animal do?
168,What’s the most annoying noise?
169,What’s your haunted house story?
170,What did you Google last?
171,What’s the dumbest thing someone has argued with you about?
172,If money and practicality weren’t a problem what would be the most interesting way to get around town?
173,What’s the longest rabbit hole you’ve been down?
174,What’s the saddest scene in a movie or TV series?
175,What’s the most frustrating product you own?
176,What inconsequential super power would you like to have?
177,What qualities do all your friends have in common?
178,What odd smell do you really enjoy?
179,What’s the coolest animal you’ve seen in the wild?
180,What’s the best lesson you’ve learned from a work of fiction?
181,What food do you crave most often?
182,Who in your life has the best / worst luck?
183,What fashion trend makes you cringe or laugh every time you see it?
184,What’s your best story of you or someone else trying to be sneaky and failing miserably?
185,Which apocalyptic dystopia do you think is most likely?
186,If you had a HUD that showed three stats about any person you looked at what three stats would you want it to show?
187,What’s the funniest thing you’ve seen a kid do?
188,What’s your secret talent?
189,What’s the best way you or someone you know has gotten out of a ticket / trouble with the law?
190,Tear gas makes people cry and laughing gas makes people giggle what other kinds of gases do you wish existed?
191,What’s the most beautiful beach you’ve been to?
192,What’s the most anxiety inducing thing you do on a regular basis?
193,What’s something that everyone agrees we should change but somehow it never changes?
194,What trend are you tired of?
195,What’s incredibly cheap and you would pay way more for?
196,What’s your grossest bug story?
197,What would the adult version of an ice-cream truck sell and what song would it play?
198,What company do you despise?
199,When was the most inappropriate time you busted out in laughter?
200,What would be an accurate tag line for each month?
201,What’s the most overrated product out on the market?
202,What word do you always misspell?
203,What naps are the most satisfying?
204,What’s the weirdest thing you’ve found lying on the ground / side of the road?
205,What’s the funniest TV show you’ve ever seen?
206,What’s the most embarrassing story from your childhood?
207,What animal is the most majestic?
208,What’s something that everyone knows is true but we don’t like to admit it?
209,What’s the weirdest text or email you’ve gotten?
210,What always cheers you up when you think about it?
211,What sport could you play the longest in a televised game without anyone discovering you aren’t a professional athlete?
212,If you could talk to animals and they would understand you but you couldn’t understand them what would you do with that power?
213,What’s the most boring sport and what would you do to make it more exciting?
214,What’s the creepiest tech out there?
215,Who did you use to look up to but they screwed up and you lost faith in them?
216,What’s fine in small numbers but terrifying in large numbers?
217,Do you like things to be carefully planned or do you prefer to just go with the flow?
218,What animal would you most like to eat?
219,What fictional characters have you had a crush on over the years?
220,What would the box with all your hopes and dreams inside look like?
221,What was the worst shopping experience you’ve ever had?
222,What story you’ve heard has stayed with you and always disturbs you every time you think about it?
223,What was the most important appointment or deadline you missed?
224,If you were a clown themed super hero what powers would you have?
225,If you could airdrop anything you want worth two million dollars or less anywhere you want what would you airdrop and where would you airdrop it?
226,If you lived in a virtual reality world of your own creation what would it look like?
227,What escalated very quickly?
228,What two things are terrible when separate but great when you put them together?
229,What did you believe for way too long as a child?
230,What big event do you think will happen soon that most people aren’t expecting?
231,What still makes you cringe when you think back on it?
232,What current trend makes no sense to you?
233,If you owned a restaurant what kind of food would it serve?
234,Which celebrity is the most likely to have a collection of canes that are just for show?
235,What’s the weirdest crush you’ve had?
236,What do a lot of people have very strong opinions about even though they know very little about it?
237,What’s your go to casino game?
238,An epic feast is held in your honor what’s on the table?
239,What’s your favorite holiday movie?
240,Who is the most manipulative person you’ve ever met?
241,Who is the most creative person you know?
242,What’s the funniest pick up line you’ve heard?
243,What seemingly innocent question makes you think ľIt’s a trap!??
244,How ambitious are you?
245,What did you like / dislike about where you grew up?
246,What elements of pop culture will be forever tied in your mind to your childhood?
247,What’s your good luck charm?
248,What’s legal now but probably won’t be in 25 years?
249,Would you want the ability to hear the thoughts of people near you if you couldn’t turn the ability off?
250,When was the last time you stayed up through the entire night?
251,What’s something that people think makes them look cool but actually has the opposite effect?
252,What’s the oldest thing you own?
253,What has someone borrowed but never given back?
254,Where is the best place you’ve been for taking walks?
255,If cartoon physics suddenly replaced real physics what are some things you would want to try?
256,What from the present will withstand the test of time?
257,Who in your life is the worst at using technology?
258,What’s the weirdest conversation you’ve eavesdropped on?
259,What just around the corner tech are you eager to get your hands on?
260,What was the darkest movie you’ve ever seen?
261,What do you do when you hear something fall in the middle of the night while you are in bed?
262,What outfit could you put together from clothes you own to get the most laughs?
263,What’s the most disgusting sounding word in the English language?
264,What was ruined because it became popular?
265,What outdated slang do you use on a regular basis?
266,What was the biggest realization you had about yourself?
267,What’s your best example of easy come easy go?
268,What small change greatly improves a person’s appearance?
269,What topic could you spend hours talking about?
270,What happens regularly that would horrify a person from 100 years ago?
271,What do a lot of people hope will happen but is just not going to happen?
272,What’s the weirdest thing that has happened to you while working at your job?
273,What questions would you like to ask a time traveler from 200 years in the future?
274,Which way should toilet paper hang over or under?
275,What’s the most physically painful thing you’ve ever experienced?
276,What horror story do you have from a job you’ve had?
277,What’s the most rage inducing game you’ve ever played?
278,What’s the biggest overreaction you’ve ever seen?
279,What are some of the most common misconceptions?
280,What job doesn’t exist now but will exist in the future?
281,What awful movie do you love?
282,What normally delicious food gets ruined when you wrap it in a tortilla?
283,What’s your best example of fake it till you make it?
284,What were you completely certain of until you found out you were wrong?
285,What’s something commonly done that gets progressively weirder the more you think about it?
286,What’s the cutest thing you can imagine? Something so cute it’s almost painful.
287,If you were given unlimited resources how would you lure the worst of humanity into one stadium at the same time?
288,What do you think about when you hear the word ľclassy??
289,What near future predictions do you have?
290,What do you need help with most often?
291,What piece of >art? would you create if you had to pretend to be an artist and submit something to a gallery?
292,What do you do to make the world a better place?
293,What’s the best and worst thing about the country you are from?
294,If you were in charge renaming things so that their names would be more accurate what names would you come up with?
295,What’s better broken than whole?
296,What values are most important to you?
297,What’s the best sandwich you’ve ever had?
298,What’s the worst thing you ate from a fast food restaurant?
299,What’s something that I don’t know?
300,What profession doesn’t get enough credit or respect?
301,What memory of yours feels real but is most likely false?
302,What’s your ľand then it got worse? story?
303,What was the most amazing physical feat you’ve managed to pull off?
304,What’s the most annoying thing about the social media platform you use most often?
305,If you were hired to show tourists what life is really like where you live what would you show them / have them do?
306,What would be the most unsettling thing to keep occasionally finding around your house?
307,What nicknames do you have for people in your life?
308,What does the opposite sex do that you wish that you could do but it’s not anatomically feasible or it’s socially frowned upon?
309,How much do you plan / prepare for the future?
310,What do you hate most and love most about your car?
311,What weird potato chip flavor that doesn’t exist would you like to try?
312,What’s the silliest thing you’ve convinced someone of?
313,How much do you think names affect the outcomes of people’s lives?
314,What product or service is way more expensive than it needs to be?
315,What’s the shadiest thing you’ve seen someone do?
316,What was the last situation where some weird stuff went down and everyone acted like it was normal and you weren’t sure if you were crazy or everyone around you was crazy?
317,What did you eat so much of that now you hate it?
318,What are some of the dumbest lyrics you’ve heard in a song?
319,Where’s the line between soup and cereal?
320,What word do you always mispronounce?
321,What do you think you do better than 90% of people?
322,What would be the worst food to be liquefied and drunk through a straw?
323,What’s the weirdest thing about modern life that people just accept as normal?
324,How much of your body would you cybernetically enhance if you could?
325,If you wanted to slowly drive a roommate insane using only notes what kind of notes would you leave around the house?
326,If you had a giraffe that you needed to hide where would you hide it?
327,What’s the clumsiest thing you’ve done?
328,What songs do you only know the chorus to?
329,Think of a brand now what would an honest slogan for that brand be?
330,What’s something common from your childhood that will seem strange to future generations?
331,What’s the most amazing place in nature you’ve been?
332,What’s quickly becoming obsolete?
333,Where is the most uncomfortable place you have ever slept?
334,What’s the most annoying animal you’ve encountered?
335,What’s your best example of correlation not equaling causation?
336,In what situations do you wish you could throw down a smoke bomb and disappear?
337,When was the last time you were hopelessly lost?
338,What songs do you feel compelled to sing along with when you hear them even if you don’t totally know all the words?
339,What product do you wish a company would make a ľsmart? version of?
340,What two films would you like to combine into one?
341,As a child what did you think would be awesome about being an adult but isn’t as awesome as you thought it would be?
342,When’s censorship warranted?
343,What’s the most boring super hero you can come up with?
344,What would be some of the downsides of certain superpowers?
345,What word is a lot of fun to say?
346,What current trend do you hope will go on for a long time?
347,What actors or actresses can’t play a different character because they played their most famous character too well?
348,Where’s your go to restaurant for amazing food?
349,What’s something that all your friends agree on?
350,What’s your best story from a wedding?
351,What’s are some of your Pavlovian responses?
